participant,list,serial_position,word,category,size,first_letter,word_length,color_r,color_g,color_b,pos_x,pos_y,list_group
3,11,14,SCREWS,TOOLS,small,S,6,24,126,216,74.3839081193342,45.688155920102666,late
3,11,15,CELLO,INSTRUMENTS,large,C,5,148,7,229,51.15969059658782,74.1935826116303,late
3,11,16,ELM,TREES,large,E,3,224,126,168,59.46081067421267,23.37257040531058,late
3,12,1,TANGELO,FRUITS,small,T,7,128,202,14,2.8674711383847984,56.37935280696671,late
3,12,2,GLASS,KITCHEN-RELATED,small,G,5,59,195,126,51.04935085507329,45.89522631537623,late
3,12,3,HORSE,MAMMALS,large,H,5,150,10,1,27.89391207573115,18.908104341237813,late
3,12,4,WINDOW,BUILDING RELATED,large,W,6,27,151,193,83.61534695950525,64.46081812414234,late
3,12,5,GUAVA,FRUITS,small,G,5,106,89,78,20.395547551150138,13.449061820085358,late
3,12,6,KIWI,FRUITS,small,K,4,169,74,56,83.48926336120698,46.7542104378763,late
3,12,7,CORRIDOR,BUILDING RELATED,large,C,8,67,245,170,74.5713796137932,75.45753567792403,late
3,12,8,STRAWBERRY,FRUITS,small,S,10,153,105,205,60.98475969367094,18.992388232378033,late
3,12,9,SPATULA,KITCHEN-RELATED,small,S,7,177,64,243,56.301277661315275,72.18873741449517,late
3,12,10,HALL,BUILDING RELATED,large,H,4,137,100,163,40.43663115188087,23.501856858366278,late
3,12,11,DOOR,BUILDING RELATED,large,D,4,220,69,154,75.96239043226498,43.123545762173464,late
3,12,12,COW,MAMMALS,large,C,3,125,218,151,2.601400752033385,27.37894427784268,late
3,12,13,POT,KITCHEN-RELATED,large,P,3,112,130,114,57.21482838529175,59.92209897698418,late
3,12,14,GIRAFFE,MAMMALS,large,G,7,188,122,132,55.67389845109333,28.289703557363055,late
3,12,15,REFRIGERATOR,KITCHEN-RELATED,large,R,12,205,113,214,58.916710966185576,30.204961792573698,late
3,12,16,MOUSE,MAMMALS,small,M,5,170,250,46,73.17145869280318,46.80449212193584,late
3,13,1,WASHER,TOOLS,small,W,6,166,194,139,74.80029061517517,67.65055523423719,late
3,13,2,PHILADELPHIA,CITIES,large,P,12,106,121,219,28.109761547793937,54.013077198549354,late
3,13,3,HAWAII,STATES,large,H,6,210,236,17,12.405152438659938,15.478651521749727,late
3,13,4,JERUSALEM,CITIES,large,J,9,39,207,156,11.405663731374586,23.062261562559016,late
3,13,5,NECTARINE,FRUITS,small,N,9,90,64,101,79.7109651480321,37.42996633929026,late
3,13,6,RULER,TOOLS,small,R,5,177,232,182,52.19232781700269,40.317923454428076,late
3,13,7,NUTS,TOOLS,small,N,4,102,13,100,50.74780356913893,40.27395495599784,late
3,13,8,MANGO,FRUITS,small,M,5,10,39,220,55.500160863143684,67.0894192158871,late
3,13,9,KUMQUAT,FRUITS,small,K,7,107,142,56,20.61035644727799,72.86172117377647,late
3,13,10,TOKYO,CITIES,large,T,5,131,187,142,39.24428565302048,69.44367356799263,late
3,13,11,GLUE,TOOLS,small,G,4,25,200,146,30.019892991755317,78.69124117464831,late
3,13,12,BANANA,FRUITS,small,B,6,212,97,130,62.23523914395726,32.82066665716851,late
3,13,13,WISCONSIN,STATES,large,W,9,208,204,160,59.29670462471703,65.84883512313833,late
3,13,14,VERMONT,STATES,large,V,7,29,93,164,27.47732457777296,73.17739531763776,late
3,13,15,VANCOUVER,CITIES,large,V,9,250,66,151,25.485348790862137,38.24932919089157,late
3,13,16,CALIFORNIA,STATES,large,C,10,35,83,187,67.57048169918245,7.402001607379562,late
3,14,1,FOUNDATION,BUILDING RELATED,large,F,10,212,100,33,30.698842504739915,29.428887050489564,late
3,14,2,GRIDDLE,KITCHEN-RELATED,small,G,7,153,197,72,28.391378253391785,19.999569188289712,late
3,14,3,BUTTERCUP,FLOWERS,small,B,9,15,120,59,45.170177368576944,11.5350578697764,late
3,14,4,SAUCER,KITCHEN-RELATED,small,S,6,7,32,109,79.17946293677056,55.6085947906635,late
3,14,5,LOG,FLOWERS,small,L,3,115,57,143,60.36374395856823,11.77223270518694,late
3,14,6,DAHLIA,FLOWERS,small,D,6,126,70,126,79.50551536829562,55.78612645375568,late
3,14,7,DISH,KITCHEN-RELATED,small,D,4,107,16,246,43.580094545992324,36.790900803616374,late
3,14,8,FLOOR,BUILDING RELATED,large,F,5,231,90,41,34.17363229085161,13.27480411481946,late
3,14,9,AZALEA,FLOWERS,small,A,6,241,226,184,52.009530099807996,64.89406872891644,late
3,14,10,STRAINER,KITCHEN-RELATED,small,S,8,234,29,219,2.1513048622722253,52.40728132965763,late
3,14,11,BROCCOLI,VEGETABLES,small,B,8,172,199,120,19.71007047024185,20.805177806876827,late
3,14,12,ONION,VEGETABLES,small,O,5,96,131,35,44.738667888803654,39.25984843628413,late
3,14,13,PICKLE,VEGETABLES,small,P,6,70,125,92,51.5580049426664,80.62917512561508,late
3,14,14,ELEVATOR,BUILDING RELATED,large,E,8,48,251,17,73.92896492174002,44.993551548404966,late
3,14,15,CAULIFLOWER,VEGETABLES,small,C,11,217,114,1,72.29695537898662,13.392067656717277,late
3,14,16,CARPET,BUILDING RELATED,large,C,6,54,247,217,62.462759833559616,72.2707650046042,late
3,15,1,GIRDLE,CLOTHING,small,G,6,27,35,230,34.15130494707423,74.04182146626886,late
3,15,2,UNDERWEAR,CLOTHING,small,U,9,34,63,48,61.333202194977105,29.755616082324302,late
3,15,3,PANTS,CLOTHING,small,P,5,89,141,180,18.028990700524968,35.807888964406104,late
3,15,4,SUNFLOWER,FLOWERS,small,S,9,55,123,87,72.37409036887745,61.638672721154855,late
3,15,5,NARCISSUS,FLOWERS,small,N,9,107,226,113,4.762444271457138,25.668384878988252,late
3,15,6,FORK,KITCHEN-RELATED,small,F,4,250,207,39,40.64699242243971,4.051296779007398,late
3,15,7,TOASTER,KITCHEN-RELATED,large,T,7,146,167,170,58.80491983797998,40.97630765616166,late
3,15,8,DAISY,FLOWERS,small,D,5,68,165,72,10.35001490676477,6.839763670013431,late
3,15,9,SKILLET,KITCHEN-RELATED,large,S,7,211,96,152,38.00689925626786,49.89973173299971,late
3,15,10,LILY,FLOWERS,small,L,4,98,10,213,65.37637223952541,15.790611280703569,late
3,15,11,ARIZONA,STATES,large,A,7,51,56,1,22.87310994266245,26.16495303975369,late
3,15,12,MAINE,STATES,large,M,5,33,151,247,73.35824567750635,11.657406066113193,late
3,15,13,MONTANA,STATES,large,M,7,184,25,178,5.863401801990965,9.974637593052517,late
3,15,14,UTAH,STATES,large,U,4,143,29,55,84.32459547105697,81.8444155869009,late
3,15,15,DRESS,CLOTHING,small,D,5,131,177,219,57.3602277456224,21.89714376478755,late
3,15,16,KNIFE,KITCHEN-RELATED,small,K,5,16,205,35,84.53871410809917,0.661218424410358,late
4,0,1,SYDNEY,CITIES,large,S,6,231,96,215,41.428402084644596,46.964622101472266,early
4,0,2,BERLIN,CITIES,large,B,6,87,125,116,3.535198726486539,41.42102936413357,early
4,0,3,CHICAGO,CITIES,large,C,7,141,29,35,48.64089978289916,16.431659026455982,early
4,0,4,RENO,CITIES,large,R,4,242,209,153,35.31154553691996,45.370184719673844,early
4,0,5,SWEATER,CLOTHING,small,S,7,57,209,234,38.844549466670344,36.652320570422184,early
4,0,6,GLOVES,CLOTHING,small,G,6,103,204,183,33.33009506490133,78.87279370562717,early
4,0,7,TROUSERS,CLOTHING,small,T,8,142,31,30,27.691618328143342,65.33228971403787,early
4,0,8,BRA,CLOTHING,small,B,3,124,22,202,77.31461343088469,29.57344395197194,early
4,0,9,SYCAMORE,TREES,large,S,8,109,10,224,39.09060067390813,68.15671834593647,early
4,0,10,TEAK,TREES,large,T,4,154,121,130,79.1951020225532,23.890759898846408,early
4,0,11,CEDAR,TREES,large,C,5,20,235,114,23.200048212414213,40.042777387747996,early
4,0,12,PALM,TREES,large,P,4,95,71,232,41.74934005127627,48.6240644171825,early
4,0,13,MANTIS,INSECTS,small,M,6,160,137,235,37.60343214262038,80.57159360410408,early
4,0,14,MILLIPEDE,INSECTS,small,M,9,186,165,79,47.07441489654705,19.47715223459177,early
4,0,15,MOSQUITO,INSECTS,small,M,8,225,247,60,77.47978119241357,21.454604682525122,early
4,0,16,HORNET,INSECTS,small,H,6,189,196,10,48.209135008771796,53.63936330366154,early
4,1,1,KIWI,FRUITS,small,K,4,42,160,36,49.02075499123367,5.702318913417825,early
4,1,2,GUAVA,FRUITS,small,G,5,152,41,154,23.297313575821146,55.3934148398848,early
4,1,3,TANGELO,FRUITS,small,T,7,171,20,145,52.90598997153064,25.68128900875678,early
4,1,4,STRAWBERRY,FRUITS,small,S,10,45,247,220,69.44087534863543,28.367919336725265,early
4,1,5,WINDOW,BUILDING RELATED,large,W,6,7,67,173,37.05250133125929,15.426413787885298,early
4,1,6,HALL,BUILDING RELATED,large,H,4,64,150,25,64.48565064788126,15.582314878919385,early
4,1,7,DOOR,BUILDING RELATED,large,D,4,176,59,252,77.37232490237152,44.3786383870625,early
4,1,8,CORRIDOR,BUILDING RELATED,large,C,8,143,130,31,33.35845180404877,35.66757304658108,early
4,1,9,POT,KITCHEN-RELATED,large,P,3,86,82,186,73.24122751459315,54.68151837405971,early
4,1,10,GLASS,KITCHEN-RELATED,small,G,5,102,173,130,74.10800834615318,21.320962654061955,early
4,1,11,REFRIGERATOR,KITCHEN-RELATED,large,R,12,203,185,212,65.5329153358498,35.369561265865684,early
4,1,12,SPATULA,KITCHEN-RELATED,small,S,7,128,52,1,37.383853490104386,77.67474429805677,early
4,1,13,COW,MAMMALS,large,C,3,68,71,111,35.993349289733565,17.80848536962685,early
4,1,14,HORSE,MAMMALS,large,H,5,211,161,42,46.44856797436404,74.62290930290352,early
4,1,15,GIRAFFE,MAMMALS,large,G,7,64,120,3,59.96190737538299,67.14936759813602,early
4,1,16,MOUSE,MAMMALS,small,M,5,123,244,175,20.52031806655304,68.5310353957653,early
4,2,1,POTATO,VEGETABLES,small,P,6,97,49,209,69.38257431190304,46.54821917013165,early
4,2,2,SPINACH,VEGETABLES,small,S,7,182,5,149,78.92738192284736,37.07670280076791,early
4,2,3,GARLIC,VEGETABLES,small,G,6,206,6,176,49.71750423185592,55.651800147011336,early
4,2,4,ARTICHOKE,VEGETABLES,small,A,9,11,42,224,60.31376760911401,32.519182727739995,early
4,2,5,LOBBY,BUILDING RELATED,large,L,5,107,154,129,33.015964350882406,0.7999179126920442,early
4,2,6,CHIMNEY,BUILDING RELATED,large,C,7,205,118,105,56.75281592841304,25.022334816540212,early
4,2,7,CLOSET,BUILDING RELATED,large,C,6,245,59,220,31.612331123681397,57.532181174381066,early
4,2,8,FURNACE,BUILDING RELATED,large,F,7,215,97,107,12.184850753349943,57.876918070331705,early
4,2,9,CUBA,COUNTRIES,large,C,4,178,228,66,57.39870559029882,68.43413196126025,early
4,2,10,IRAN,COUNTRIES,large,I,4,254,214,158,57.1940021240505,22.68107417391569,early
4,2,11,EGYPT,COUNTRIES,large,E,5,37,249,218,20.127847824761712,39.718584600991356,early
4,2,12,GERMANY,COUNTRIES,large,G,7,153,41,181,63.95652055437281,31.834688025363807,early
4,2,13,JACKET,CLOTHING,small,J,6,39,250,249,58.582057941185916,64.59564674312743,early
4,2,14,BLOUSE,CLOTHING,small,B,6,228,166,239,0.9842598592605678,39.047303914777075,early
4,2,15,SUIT,CLOTHING,small,S,4,125,197,120,28.231508780898995,15.934987101562722,early
4,2,16,CAMISOLE,CLOTHING,small,C,8,86,1,208,32.72022837487225,28.938737625577765,early
4,3,1,TOASTER,KITCHEN-RELATED,large,T,7,218,67,221,23.576561095845275,71.8745372299115,early
4,3,2,KNIFE,KITCHEN-RELATED,small,K,5,158,11,78,52.38950535461592,13.539526386147168,early
4,3,3,FORK,KITCHEN-RELATED,small,F,4,122,94,217,36.6086559777579,55.532236115880806,early
4,3,4,SKILLET,KITCHEN-RELATED,large,S,7,205,6,126,69.1817131255254,2.449793107693857,early
4,3,5,LILY,FLOWERS,small,L,4,249,205,230,2.9990414233597926,16.739141795809104,early
4,3,6,DAISY,FLOWERS,small,D,5,215,233,29,36.80069271178804,48.63317553849735,early
4,3,7,NARCISSUS,FLOWERS,small,N,9,18,113,192,17.827925213318846,55.75648998822273,early
4,3,8,SUNFLOWER,FLOWERS,small,S,9,29,230,143,40.095745728465694,6.060097477381415,early
4,3,9,MONTANA,STATES,large,M,7,98,60,128,52.17929047040026,71.97125540579593,early
4,3,10,ARIZONA,STATES,large,A,7,28,101,97,78.80988003982742,59.85793502533202,early
4,3,11,UTAH,STATES,large,U,4,185,182,199,0.43950204897437617,26.256299978497566,early
4,3,12,MAINE,STATES,large,M,5,202,231,18,79.39668129894044,79.52427428087461,early
4,3,13,PANTS,CLOTHING,small,P,5,186,28,223,38.815589890629084,68.03332084668213,early
4,3,14,GIRDLE,CLOTHING,small,G,6,62,114,175,73.41936373396081,0.7473602612145247,early
4,3,15,DRESS,CLOTHING,small,D,5,31,48,201,68.06034660788858,35.22430736779431,early
4,3,16,UNDERWEAR,CLOTHING,small,U,9,246,200,225,36.80559862834461,39.99357295792828,early
4,4,1,CARPET,BUILDING RELATED,large,C,6,118,67,76,59.63236756591239,78.72453050666454,early
4,4,2,ELEVATOR,BUILDING RELATED,large,E,8,186,79,33,17.86510903457921,32.20176414340019,early
4,4,3,FLOOR,BUILDING RELATED,large,F,5,53,187,81,67.98501908760485,51.872659553594644,early
4,4,4,FOUNDATION,BUILDING RELATED,large,F,10,134,186,63,24.856234287904865,32.131606390013914,early
4,4,5,BROCCOLI,VEGETABLES,small,B,8,199,221,84,33.73800340203337,56.9084652714636,early
4,4,6,PICKLE,VEGETABLES,small,P,6,247,0,196,83.60685855122884,37.06171983906106,early
4,4,7,CAULIFLOWER,VEGETABLES,small,C,11,183,241,177,41.532532317341136,31.040609571912594,early
4,4,8,ONION,VEGETABLES,small,O,5,212,133,242,32.069859705934626,58.74727930154815,early
4,4,9,LOG,FLOWERS,small,L,3,133,225,102,25.78433819260086,41.96505961785426,early
4,4,10,BUTTERCUP,FLOWERS,small,B,9,52,176,44,30.530112304987586,2.686781081087495,early
4,4,11,DAHLIA,FLOWERS,small,D,6,80,240,78,50.6363496287194,55.40918103800885,early
4,4,12,AZALEA,FLOWERS,small,A,6,7,46,171,39.72847419608359,32.9665105448354,early
4,4,13,STRAINER,KITCHEN-RELATED,small,S,8,59,120,145,10.85621866050386,4.952353365152398,early
4,4,14,GRIDDLE,KITCHEN-RELATED,small,G,7,3,214,131,30.045202333006678,22.342048560689467,early
4,4,15,DISH,KITCHEN-RELATED,small,D,4,30,200,142,72.68968218037081,84.42646693352557,early
4,4,16,SAUCER,KITCHEN-RELATED,small,S,6,200,154,102,6.172632366928087,77.8120342787395,early
4,5,1,VANCOUVER,CITIES,large,V,9,34,176,44,27.772823674638076,49.494637152233736,early
4,5,2,TOKYO,CITIES,large,T,5,106,91,56,70.82760951713217,82.05992367814777,early
4,5,3,PHILADELPHIA,CITIES,large,P,12,82,51,78,24.529648214055776,31.705806547961586,early
4,5,4,JERUSALEM,CITIES,large,J,9,28,224,25,21.10560409279977,17.050367299834434,early
4,5,5,HAWAII,STATES,large,H,6,74,40,38,29.76228363712931,33.0001453620896,early
4,5,6,CALIFORNIA,STATES,large,C,10,251,170,22,56.461364908144915,7.372405868418815,early
4,5,7,WISCONSIN,STATES,large,W,9,226,207,158,80.05057633041613,10.051046653033998,early
4,5,8,VERMONT,STATES,large,V,7,27,169,235,40.55205397695096,29.62555569895561,early
4,5,9,MANGO,FRUITS,small,M,5,65,208,54,48.635112732623995,71.5922263938604,early
4,5,10,NECTARINE,FRUITS,small,N,9,240,95,189,39.69558883052279,15.332708665206397,early
4,5,11,KUMQUAT,FRUITS,small,K,7,79,2,81,16.419199611720007,48.733973004204856,early
4,5,12,BANANA,FRUITS,small,B,6,249,241,62,67.98776737301654,13.5078291676339,early
4,5,13,GLUE,TOOLS,small,G,4,218,26,193,43.444406161832816,26.44890065268163,early
4,5,14,NUTS,TOOLS,small,N,4,41,52,166,50.19257591518215,27.06276109030243,early
4,5,15,WASHER,TOOLS,small,W,6,204,155,84,78.00561432370434,62.04462029337027,early
4,5,16,RULER,TOOLS,small,R,5,88,23,51,61.003839484610026,4.83924592368111,early
4,6,1,ALCOVE,BUILDING RELATED,large,A,6,123,168,149,19.103560139932995,15.626895216659872,early
4,6,2,BARN,BUILDING RELATED,large,B,4,77,123,171,12.75895572958258,47.550940928609265,early
4,6,3,GAZEBO,BUILDING RELATED,large,G,6,164,79,177,12.745135982652197,16.418431065504258,early
4,6,4,KITCHEN,BUILDING RELATED,large,K,7,111,10,254,80.69319202119623,22.409342207792218,early
4,6,5,CARNATION,FLOWERS,small,C,9,78,129,221,28.730169254506823,11.414693280304844,early
4,6,6,PETUNIA,FLOWERS,small,P,7,65,182,199,63.43007339804179,20.726632158843312,early
4,6,7,ROSE,FLOWERS,small,R,4,156,101,169,34.31086246632877,51.41743222199909,early
4,6,8,TULIP,FLOWERS,small,T,5,134,101,114,7.769517251554823,9.976112361151326,early
4,6,9,FACE,BODY PARTS,small,F,4,112,10,124,58.65642792964982,45.090911489434255,early
4,6,10,HEART,BODY PARTS,small,H,5,253,147,103,19.052458054282752,3.3416975682972225,early
4,6,11,KNUCKLE,BODY PARTS,small,K,7,247,45,176,12.473433083090255,66.41565798673643,early
4,6,12,EAR,BODY PARTS,small,E,3,81,93,142,6.74106101824235,90.98111923452898,early
4,6,13,HIPPOPOTAMUS,MAMMALS,large,H,12,186,236,45,76.86993008244383,12.221498256246747,early
4,6,14,DONKEY,MAMMALS,large,D,6,105,62,112,55.212790147545306,32.32998662210174,early
4,6,15,TIGER,MAMMALS,large,T,5,88,9,65,53.53192798560927,5.866518118467871,early
4,6,16,DOG,MAMMALS,large,D,3,214,12,177,33.15285440287365,19.373254513248938,early
4,7,1,FINGER,BODY PARTS,small,F,6,15,36,185,16.0213241442151,0.3239365379841215,early
4,7,2,ANKLE,BODY PARTS,small,A,5,144,46,128,2.9057507171891617,26.42218896767682,early
4,7,3,HAND,BODY PARTS,small,H,4,242,244,226,61.85690244896343,10.682959840441818,early
4,7,4,LIP,BODY PARTS,small,L,3,188,7,47,81.39013670650195,1.4875443438473503,early
4,7,5,GUITAR,INSTRUMENTS,large,G,6,233,96,156,28.745848367893856,31.40448849642368,early
4,7,6,BONGOS,INSTRUMENTS,large,B,6,224,67,241,39.40783780471201,50.19056057369834,early
4,7,7,XYLOPHONE,INSTRUMENTS,large,X,9,55,47,175,62.455951795832,71.70095131254905,early
4,7,8,ACCORDION,INSTRUMENTS,large,A,9,111,106,32,43.19124628647221,27.276381367922824,early
4,7,9,SCORPION,INSECTS,small,S,8,92,240,151,6.410465640081398,21.60192173588596,early
4,7,10,WORM,INSECTS,small,W,4,206,227,224,49.8218120315905,37.01079670170394,early
4,7,11,MONARCH,INSECTS,small,M,7,87,22,156,50.77541286069884,36.26845090629474,early
4,7,12,LARVA,INSECTS,small,L,5,35,78,28,23.847820788142815,17.74438443968757,early
4,7,13,POPLAR,TREES,large,P,6,148,139,113,10.58656690446026,58.092139086548514,early
4,7,14,EUCALYPTUS,TREES,large,E,10,88,71,216,43.61011175415194,22.183146343605493,early
4,7,15,ASH,TREES,large,A,3,183,235,243,25.600631235778287,85.82247290617227,early
4,7,16,WILLOW,TREES,large,W,6,93,99,197,62.38899639540204,51.47153129045673,early
4,8,1,MONTREAL,CITIES,large,M,8,92,16,167,72.29074738620588,75.88394421306796,late
4,8,2,ARMS,BODY PARTS,large,A,4,25,75,210,77.07811033146517,10.964812312892281,late
4,8,3,MUG,KITCHEN-RELATED,small,M,3,173,99,190,63.12494364261703,26.906439306737077,late
4,8,4,TRUMPET,INSTRUMENTS,large,T,7,59,36,148,55.44151839050064,44.09461278155642,late
4,8,5,HIP,BODY PARTS,small,H,3,85,6,100,78.64064674935928,78.4091959015114,late
4,8,6,TUBA,INSTRUMENTS,large,T,4,228,204,71,50.43129707929917,7.197466002641304,late
4,8,7,STOMACH,BODY PARTS,small,S,7,201,246,11,39.59798992943895,40.602088076464504,late
4,8,8,OVEN,KITCHEN-RELATED,large,O,4,141,45,190,34.168110420006435,87.40759939274533,late
4,8,9,THERMOMETER,KITCHEN-RELATED,small,T,11,147,8,220,70.1733679280689,6.743005721081066,late
4,8,10,PICCOLO,INSTRUMENTS,small,P,7,16,37,195,2.935331674811631,77.46525036957951,late
4,8,11,PELVIS,BODY PARTS,large,P,6,124,212,46,78.15162469156778,46.5301885990576,late
4,8,12,PARIS,CITIES,large,P,5,13,150,166,81.85576585073017,54.91764289829392,late
4,8,13,BROILER,KITCHEN-RELATED,large,B,7,124,48,252,30.712010833728193,56.25237222690807,late
4,8,14,DALLAS,CITIES,large,D,6,56,26,245,53.272002006052645,32.70004282995873,late
4,8,15,TAMBOURINE,INSTRUMENTS,small,T,10,219,44,111,62.950319064368685,53.34457661176213,late
4,8,16,ROME,CITIES,large,R,4,48,22,14,38.93291766069431,16.94207869725426,late
4,9,1,COLANDER,KITCHEN-RELATED,small,C,8,60,131,78,21.750802066734906,48.069755566493235,late
4,9,2,JUMPER,CLOTHING,small,J,6,17,45,67,83.98660446384301,7.124214757031266,late
4,9,3,CUP,KITCHEN-RELATED,small,C,3,215,211,86,33.58787660116942,73.22784264063056,late
4,9,4,HARMONICA,INSTRUMENTS,small,H,9,31,5,78,5.7847117236643255,56.37502007155293,late
4,9,5,BELT,CLOTHING,small,B,4,145,99,133,50.57345277469553,71.92342531068697,late
4,9,6,OAK,TREES,large,O,3,71,78,8,22.06453866287781,81.35994497104818,late
4,9,7,MARIMBA,INSTRUMENTS,large,M,7,198,65,77,12.896884097533096,17.368473103435253,late
4,9,8,EVERGREEN,TREES,large,E,9,159,251,199,79.39002762460069,70.6644515990284,late
4,9,9,BLENDER,KITCHEN-RELATED,large,B,7,229,165,16,71.88603580033086,41.225251547632325,late
4,9,10,MIXER,KITCHEN-RELATED,large,M,5,107,23,145,70.65515727073299,66.88653429246317,late
4,9,11,BANJO,INSTRUMENTS,large,B,5,147,232,178,37.0932121578841,27.994658588834902,late
4,9,12,SPRUCE,TREES,large,S,6,185,207,100,84.77083940957091,34.91486913588767,late
4,9,13,SHIRT,CLOTHING,small,S,5,89,14,182,66.1628575653754,20.239234340805627,late
4,9,14,ROBE,CLOTHING,small,R,4,13,141,7,34.767427946585386,61.330369680963514,late
4,9,15,COTTONWOOD,TREES,large,C,10,50,8,132,15.31819792720228,18.921291270605536,late
4,9,16,UKULELE,INSTRUMENTS,small,U,7,190,131,13,70.5451557250727,51.07853906946241,late
4,10,1,SQUIRREL,MAMMALS,small,S,8,233,19,36,7.425361773489913,71.84127598427379,late
4,10,2,PIANO,INSTRUMENTS,large,P,5,241,73,233,11.986277370391353,68.27277388665918,late
4,10,3,PROTRACTOR,TOOLS,small,P,10,223,20,9,84.83047243754706,47.602105306430026,late
4,10,4,SAW,TOOLS,small,S,3,163,250,205,20.85935200353913,62.39451053135732,late
4,10,5,CLARINET,INSTRUMENTS,small,C,8,157,104,149,17.285810274046188,4.1297771029986015,late
4,10,6,LEOPARD,MAMMALS,large,L,7,5,167,91,65.75189019869126,30.947935234222907,late
4,10,7,SWITZERLAND,COUNTRIES,large,S,11,238,172,8,77.37505713890214,58.375808980987536,late
4,10,8,CHISEL,TOOLS,small,C,6,15,101,246,72.5082867467136,22.049314808368283,late
4,10,9,KAZOO,INSTRUMENTS,small,K,5,130,166,215,13.696390200653816,57.55757217652558,late
4,10,10,FRANCE,COUNTRIES,large,F,6,241,30,216,17.420818825252756,14.067675429908235,late
4,10,11,FERRET,MAMMALS,small,F,6,148,143,80,38.280110337205635,23.447318863832777,late
4,10,12,JAPAN,COUNTRIES,large,J,5,67,28,240,62.87778336609374,56.29175524557184,late
4,10,13,ENGLAND,COUNTRIES,large,E,7,234,113,142,26.99856679753057,9.56582453765308,late
4,10,14,BOLTS,TOOLS,small,B,5,232,5,153,10.92963668678785,15.930173671762219,late
4,10,15,DRUM,INSTRUMENTS,large,D,4,215,123,42,35.29732721900303,72.81961251999967,late
4,10,16,CAT,MAMMALS,large,C,3,130,234,43,68.85675851915094,38.46113574791181,late
4,11,1,ALASKA,STATES,large,A,6,193,107,110,54.670171766013645,67.19892394055505,late
4,11,2,OKRA,VEGETABLES,small,O,4,207,150,238,49.917980344603215,3.6971501193919405,late
4,11,3,WASP,INSECTS,small,W,4,132,187,122,75.25907595855381,48.86578361793952,late
4,11,4,TEXAS,STATES,large,T,5,99,78,75,17.603000054249076,31.151872441390633,late
4,11,5,CHRYSALIS,INSECTS,small,C,9,21,25,131,22.091136676823393,68.99469975279281,late
4,11,6,BEETLE,INSECTS,small,B,6,94,46,17,34.95018020221321,41.251303402711244,late
4,11,7,LLAMA,MAMMALS,large,L,5,93,105,203,4.380862340167942,21.802496534295763,late
4,11,8,RABBIT,MAMMALS,small,R,6,57,92,93,79.21214203093305,14.22065019906315,late
4,11,9,FOX,MAMMALS,large,F,3,58,0,154,49.427262846641014,86.32554195099561,late
4,11,10,OHIO,STATES,large,O,4,193,210,97,37.5163900305749,6.439623958607532,late
4,11,11,PUMPKIN,VEGETABLES,large,P,7,44,175,53,25.316876074665647,27.08803819801513,late
4,11,12,TERMITE,INSECTS,small,T,7,11,213,121,66.53539203950002,1.161847869503416,late
4,11,13,RHINOCEROS,MAMMALS,large,R,10,68,197,43,2.7082446840333474,19.289477811467066,late
4,11,14,RUTABAGA,VEGETABLES,small,R,8,108,157,231,79.86915366873932,13.619802294597854,late
4,11,15,GINGER,VEGETABLES,small,G,6,115,86,219,50.44703713037699,75.74884070873594,late
4,11,16,PENNSYLVANIA,STATES,large,P,12,205,64,211,51.320103792357614,29.542329892417214,late
4,12,1,PANCREAS,BODY PARTS,small,P,8,91,238,128,67.85819668775056,8.525344556570627,late
4,12,2,POMEGRANATE,FRUITS,small,P,11,148,166,200,57.21026681130599,0.43195222828542157,late
4,12,3,CLEMENTINE,FRUITS,small,C,10,129,172,112,9.423646001637124,32.23702569281299,late
4,12,4,IOWA,STATES,large,I,4,186,24,81,78.12922212035515,3.6780056512731907,late
4,12,5,TONGUE,BODY PARTS,small,T,6,135,205,242,77.64701399487618,28.830801805273023,late
4,12,6,FLORIDA,STATES,large,F,7,145,244,105,73.56370736778241,22.47020314079977,late
4,12,7,PEAR,FRUITS,small,P,4,28,225,171,76.01650853407828,31.146560544584936,late
4,12,8,MICHIGAN,STATES,large,M,8,145,95,157,55.68217885123596,18.076895272057097,late
4,12,9,LEMON,FRUITS,small,L,5,202,126,109,33.76106298256834,51.7975431090406,late
4,12,10,MOOSE,MAMMALS,large,M,5,84,223,186,75.61391336394281,52.4542139392544,late
4,12,11,KANSAS,STATES,large,K,6,143,188,174,64.47773126048583,55.54283311242281,late
4,12,12,RIB,BODY PARTS,small,R,3,133,50,194,52.463314533429084,14.22414693190366,late
4,12,13,RACOON,MAMMALS,large,R,6,51,25,12,12.773582847303004,81.94554889916812,late
4,12,14,TOOTH,BODY PARTS,small,T,5,13,181,12,14.977221512224817,70.10827183524111,late
4,12,15,ANTELOPE,MAMMALS,large,A,8,67,201,135,29.496626535824326,15.106066673640509,late
4,12,16,MONKEY,MAMMALS,large,M,6,12,234,171,61.80280193914651,6.683367273984184,late
4,13,1,MAPLE,TREES,large,M,5,30,144,1,29.690762539113535,38.00353795095044,late
4,13,2,PLUM,FRUITS,small,P,4,10,183,167,20.01014215239851,60.85837284878726,late
4,13,3,WIRE,TOOLS,small,W,4,75,204,32,18.383623973285093,40.1493881965965,late
4,13,4,TRIANGLE,INSTRUMENTS,small,T,8,135,160,70,31.702380338409515,32.6127030167421,late
4,13,5,PINE,TREES,large,P,4,222,181,25,33.46051853333648,52.071924499830665,late
