participant,list,output_position,word,category,serial_position,list_group
4,3,15,UNDERWEAR,CLOTHING,16,early
4,4,1,GRIDDLE,KITCHEN-RELATED,14,early
4,4,2,DISH,KITCHEN-RELATED,15,early
4,4,3,SAUCER,KITCHEN-RELATED,16,early
4,4,4,LOG,FLOWERS,9,early
4,4,5,BUTTERCUP,FLOWERS,10,early
4,4,6,DAHLIA,FLOWERS,11,early
4,4,7,AZALEA,FLOWERS,12,early
4,4,8,ELEVATOR,BUILDING RELATED,2,early
4,4,9,CARPET,BUILDING RELATED,1,early
4,4,10,FOUNDATION,BUILDING RELATED,4,early
4,4,11,FLOOR,BUILDING RELATED,3,early
4,4,12,BROCCOLI,VEGETABLES,5,early
4,4,13,ONION,VEGETABLES,8,early
4,4,14,CAULIFLOWER,VEGETABLES,7,early
4,5,1,GLUE,TOOLS,13,early
4,5,2,NUTS,TOOLS,14,early
4,5,3,WASHER,TOOLS,15,early
4,5,4,RULER,TOOLS,16,early
4,5,5,KUMQUAT,FRUITS,11,early
4,5,6,NECTARINE,FRUITS,10,early
4,5,7,BANANA,FRUITS,12,early
4,5,8,HAWAII,STATES,5,early
4,5,9,CALIFORNIA,STATES,6,early
4,5,10,WISCONSIN,STATES,7,early
4,5,11,VERMONT,STATES,8,early
4,5,12,VANCOUVER,CITIES,1,early
4,5,13,TOKYO,CITIES,2,early
4,6,1,DONKEY,MAMMALS,14,early
4,6,2,TIGER,MAMMALS,15,early
4,6,3,DOG,MAMMALS,16,early
4,6,4,ALCOVE,BUILDING RELATED,1,early
4,6,5,GAZEBO,BUILDING RELATED,3,early
4,6,6,BARN,BUILDING RELATED,2,early
4,6,7,KITCHEN,BUILDING RELATED,4,early
4,6,8,FACE,BODY PARTS,9,early
4,6,9,HEART,BODY PARTS,10,early
4,6,10,KNUCKLE,BODY PARTS,11,early
4,6,11,EAR,BODY PARTS,12,early
4,6,12,PETUNIA,FLOWERS,6,early
4,6,13,ROSE,FLOWERS,7,early
4,6,14,TULIP,FLOWERS,8,early
4,7,1,POPLAR,TREES,13,early
4,7,2,EUCALYPTUS,TREES,14,early
4,7,3,ASH,TREES,15,early
4,7,4,WILLOW,TREES,16,early
4,7,5,FINGER,BODY PARTS,1,early
4,7,6,ANKLE,BODY PARTS,2,early
4,7,7,LIP,BODY PARTS,4,early
4,7,8,HAND,BODY PARTS,3,early
4,7,9,GUITAR,INSTRUMENTS,5,early
4,7,10,BONGOS,INSTRUMENTS,6,early
4,7,11,XYLOPHONE,INSTRUMENTS,7,early
4,7,12,ACCORDION,INSTRUMENTS,8,early
4,7,13,SCORPION,INSECTS,9,early
4,7,14,WORM,INSECTS,10,early
4,7,15,MONARCH,INSECTS,11,early
4,7,16,LARVA,INSECTS,12,early
4,8,1,ROME,CITIES,16,late
4,8,2,MONTREAL,CITIES,1,late
4,8,3,PARIS,CITIES,12,late
4,8,4,DALLAS,CITIES,14,late
4,8,5,ARMS,BODY PARTS,2,late
4,8,6,HIPS,,6,late
4,8,7,PELVIS,BODY PARTS,11,late
4,8,8,STOMACH,BODY PARTS,7,late
4,8,9,OVEN,KITCHEN-RELATED,8,late
4,8,10,BROILER,KITCHEN-RELATED,13,late
4,8,11,THERMOMETER,KITCHEN-RELATED,9,late
4,8,12,TRUMPET,INSTRUMENTS,4,late
4,8,13,TUBA,INSTRUMENTS,6,late
4,8,14,PICCOLO,INSTRUMENTS,10,late
4,8,15,TAMBOURINE,INSTRUMENTS,15,late
4,8,16,MONTREAL,CITIES,1,late
4,8,17,DALLAS,CITIES,14,late
4,8,18,PARIS,CITIES,12,late
4,9,1,UKULELE,INSTRUMENTS,16,late
4,9,2,JUMPER,CLOTHING,2,late
4,9,3,SHIRT,CLOTHING,13,late
4,9,4,BELT,CLOTHING,5,late
4,9,5,ROBE,CLOTHING,14,late
4,9,6,COLANDER,KITCHEN-RELATED,1,late
4,9,7,EVERGREEN,TREES,8,late
4,9,8,BLENDER,KITCHEN-RELATED,9,late
4,9,9,MIXER,KITCHEN-RELATED,10,late
4,9,10,SPRUCE,TREES,12,late
4,9,11,BANJO,INSTRUMENTS,11,late
4,9,12,UKULELE,INSTRUMENTS,16,late
4,9,13,CUP,KITCHEN-RELATED,3,late
4,10,1,LEOPARD,MAMMALS,6,late
4,10,2,SQUIRREL,MAMMALS,1,late
4,10,3,FERRET,MAMMALS,11,late
4,10,4,PIANO,INSTRUMENTS,2,late
4,10,5,CLARINET,INSTRUMENTS,5,late
4,10,6,SAW,TOOLS,4,late
4,10,7,PROTRACTOR,TOOLS,3,late
4,10,8,BOLTS,TOOLS,14,late
4,10,9,JAPAN,COUNTRIES,12,late
4,10,10,ENGLAND,COUNTRIES,13,late
4,10,11,FRANCE,COUNTRIES,10,late
4,10,12,SWITZERLAND,COUNTRIES,7,late
4,10,13,SQUIRREL,MAMMALS,1,late
4,11,1,RUTABAGA,VEGETABLES,14,late
4,11,2,RHINOCEROS,MAMMALS,13,late
4,11,3,PENNSYLVANIA,STATES,16,late
4,11,4,BEETLE,INSECTS,6,late
4,11,5,CHRYSALIS,INSECTS,5,late
4,11,6,OKRA,VEGETABLES,2,late
4,11,7,PUMPKIN,VEGETABLES,11,late
4,11,8,ALASKA,STATES,1,late
4,11,9,FOX,MAMMALS,9,late
4,11,10,RABBIT,MAMMALS,8,late
4,11,11,OHIO,STATES,10,late
4,12,1,ANTELOPE,MAMMALS,15,late
4,12,2,MONKEY,MAMMALS,16,late
4,12,3,MOOSE,MAMMALS,10,late
4,12,4,IOWA,STATES,4,late
4,12,5,FLORIDA,STATES,6,late
4,12,6,MICHIGAN,STATES,8,late
4,12,7,PANCREAS,BODY PARTS,1,late
4,12,8,TONGUE,BODY PARTS,5,late
4,12,9,TOOTH,BODY PARTS,14,late
4,12,10,RIBS,,10,late
4,12,11,PEAR,FRUITS,7,late
4,12,12,LEMON,FRUITS,9,late
4,12,13,DONKEY,MAMMALS,14,late
4,12,14,MONKEY,MAMMALS,16,late
4,12,15,POMEGRANATE,FRUITS,2,late
4,13,1,CELLO,INSTRUMENTS,16,late
4,13,2,TRIANGLE,INSTRUMENTS,4,late
4,13,3,FIG,FRUITS,7,late
4,13,4,MAPLE,TREES,1,late
4,13,5,PIANO,INSTRUMENTS,2,late
4,13,6,WEDGE,TOOLS,9,late
4,13,7,HAMMER,TOOLS,12,late
4,13,8,BOLTS,TOOLS,14,late
4,13,9,HONEYDEW,FRUITS,15,late
4,13,10,RASPBERRY,FRUITS,14,late
4,13,11,CELLO,INSTRUMENTS,16,late
4,14,1,WOLF,MAMMALS,16,late
4,14,2,ZUCCHINI,VEGETABLES,1,late
4,14,3,SQUASH,VEGETABLES,9,late
4,14,4,AUBERGINE,VEGETABLES,12,late
4,14,5,STOCKHOLM,CITIES,5,late
4,14,6,FOOT,BODY PARTS,4,late
4,14,7,SHOULDER,BODY PARTS,8,late
4,14,8,KIDNEY,BODY PARTS,15,late
4,14,9,MIAMI,CITIES,3,late
4,14,10,PANTHER,MAMMALS,14,late
4,14,11,GOAT,MAMMALS,11,late
4,14,12,WOLF,MAMMALS,16,late
4,14,13,SHEEP,MAMMALS,2,late
4,15,1,ETHIOPIA,COUNTRIES,1,late
4,15,2,LION,MAMMALS,3,late
4,15,3,CELERY,VEGETABLES,2,late
4,15,4,LETTUCE,VEGETABLES,4,late
4,15,5,YAMS,VEGETABLES,9,late
4,15,6,CARROT,VEGETABLES,13,late
4,15,7,ELEPHANT,MAMMALS,5,late
4,15,8,ZEBRA,MAMMALS,6,late
4,15,9,ITALY,COUNTRIES,8,late
4,15,10,POLAND,COUNTRIES,10,late
4,15,11,MARACAS,INSTRUMENTS,7,late
4,15,12,ELEPHANT,MAMMALS,5,late
4,15,13,ZEBRA,MAMMALS,6,late
4,15,14,VIOLA,INSTRUMENTS,16,late
5,0,1,UKULELE,INSTRUMENTS,3,early
5,0,2,CUP,KITCHEN-RELATED,8,early
5,0,3,BELT,CLOTHING,9,early
5,0,4,SHIRT,CLOTHING,12,early
5,0,5,JUMPER,CLOTHING,11,early
5,0,6,OAK,TREES,16,early
5,0,7,COTTONWOOD,TREES,13,early
5,0,8,BLENDER,KITCHEN-RELATED,5,early
5,0,9,COLANDER,KITCHEN-RELATED,6,early
5,0,10,SPRUCE,TREES,14,early
5,0,11,ROBE,CLOTHING,10,early
5,1,1,COW,MAMMALS,9,early
5,1,2,HORSE,MAMMALS,10,early
5,1,3,GIRAFFE,MAMMALS,12,early
5,1,4,DOOR,BUILDING RELATED,13,early
5,1,5,HALL,BUILDING RELATED,14,early
5,1,6,WINDOW,BUILDING RELATED,16,early
5,1,7,KIWI,FRUITS,3,early
5,1,8,TANGELO,FRUITS,2,early
5,1,9,GUAVA,FRUITS,1,early
5,1,10,STRAWBERRY,FRUITS,4,early
5,1,11,REFRIGERATOR,KITCHEN-RELATED,8,early
5,2,1,DISH,KITCHEN-RELATED,10,early
5,2,2,SAUCER,KITCHEN-RELATED,11,early
5,2,3,STRAINER,KITCHEN-RELATED,12,early
5,2,4,FLOOR,BUILDING RELATED,13,early
5,2,5,ELEVATOR,BUILDING RELATED,14,early
5,2,6,CAULIFLOWER,VEGETABLES,1,early
5,2,7,ONION,VEGETABLES,2,early
5,2,8,LOG,FLOWERS,5,early
5,2,9,PICKLE,VEGETABLES,4,early
5,2,10,DAHLIA,FLOWERS,7,early
5,2,11,AZALEA,FLOWERS,6,early
5,2,12,BROCCOLI,VEGETABLES,3,early
5,3,1,HORNET,INSECTS,16,early
5,3,2,MOSQUITO,INSECTS,14,early
5,3,3,MILLIPEDE,INSECTS,15,early
5,3,4,RENO,CITIES,2,early
5,3,5,CHICAGO,CITIES,3,early
5,3,6,SYDNEY,CITIES,4,early
5,3,7,TROUSERS,CLOTHING,7,early
5,3,8,BRA,CLOTHING,8,early
5,3,9,GLOVES,CLOTHING,5,early
5,3,10,SWEATER,CLOTHING,6,early
5,3,11,MANTIS,INSECTS,13,early
5,3,12,PALM,TREES,10,early
5,3,13,SYCAMORE,TREES,11,early
5,3,14,TEAK,TREES,12,early
5,3,15,BERLIN,CITIES,1,early
5,4,1,CHISEL,TOOLS,16,early
5,4,2,BOLTS,TOOLS,15,early
5,4,3,SAW,TOOLS,14,early
5,4,4,PROTRACTOR,TOOLS,13,early
5,4,5,FERRET,MAMMALS,5,early
5,4,6,LEOPARD,MAMMALS,6,early
5,4,7,CAT,MAMMALS,8,early
5,4,8,SQUIRREL,MAMMALS,7,early
5,4,9,KAZOO,INSTRUMENTS,12,early
5,4,10,FRANCE,COUNTRIES,3,early
5,4,11,SWITZERLAND,COUNTRIES,2,early
5,4,12,ENGLAND,COUNTRIES,4,early
5,4,13,JAPAN,COUNTRIES,1,early
5,4,14,DRUM,INSTRUMENTS,9,early
5,4,15,CLARINET,INSTRUMENTS,10,early
5,5,1,LEMON,FRUITS,7,early
5,5,2,POMEGRANATE,FRUITS,8,early
5,5,3,MICHIGAN,STATES,9,early
5,5,4,IOWA,STATES,11,early
5,5,5,KANSAS,STATES,10,early
5,5,6,FLORIDA,STATES,12,early
5,5,7,TOOTH,BODY PARTS,3,early
5,5,8,PANCREAS,BODY PARTS,2,early
5,6,1,POPLAR,TREES,13,early
5,6,2,ASH,TREES,14,early
5,6,3,WILLOW,TREES,15,early
5,6,4,MONARCH,INSECTS,8,early
5,6,5,EUCALYPTUS,TREES,16,early
5,6,6,LARVA,INSECTS,7,early
5,6,7,WORM,INSECTS,6,early
5,6,8,SCORPION,INSECTS,5,early
5,6,9,ACCORDION,INSTRUMENTS,1,early
5,6,10,BONGOS,INSTRUMENTS,2,early
5,6,11,XYLOPHONE,INSTRUMENTS,3,early
5,6,12,GUITAR,INSTRUMENTS,4,early
5,6,13,HAND,BODY PARTS,10,early
5,6,14,FINGER,BODY PARTS,12,early
5,7,1,TRIANGLE,INSTRUMENTS,16,early
5,7,2,VIOLIN,INSTRUMENTS,13,early
5,7,3,HONEYDEW,FRUITS,9,early
5,7,4,FIG,FRUITS,10,early
5,7,5,RASPBERRY,FRUITS,12,early
5,7,6,CELLO,INSTRUMENTS,14,early
5,7,7,MAPLE,TREES,5,early
5,7,8,SCREWS,TOOLS,4,early
5,7,9,HAMMER,TOOLS,2,early
5,8,1,KUMQUAT,FRUITS,16,late
5,8,2,NECTARINE,FRUITS,4,late
5,8,3,GLUE,TOOLS,2,late
5,8,4,NUTS,TOOLS,8,late
5,8,5,VERMONT,STATES,1,late
5,8,6,VANCOUVER,CITIES,7,late
5,8,7,TOKYO,CITIES,10,late
5,8,8,PHILADELPHIA,CITIES,12,late
5,8,9,JERUSALEM,CITIES,14,late
5,9,1,OVEN,KITCHEN-RELATED,16,late
5,9,2,MUG,KITCHEN-RELATED,8,late
5,9,3,PELVIS,BODY PARTS,11,late
5,9,4,HIP,BODY PARTS,15,late
5,9,5,STOMACH,BODY PARTS,5,late
5,9,6,TUBA,INSTRUMENTS,1,late
5,9,7,TAMBOURINE,INSTRUMENTS,3,late
5,9,8,TRUMPET,INSTRUMENTS,6,late
5,9,9,ROME,CITIES,2,late
5,9,10,MONTREAL,CITIES,4,late
5,10,1,VIOLA,INSTRUMENTS,1,late
5,10,2,BASS,INSTRUMENTS,12,late
5,10,3,TROMBONE,INSTRUMENTS,15,late
5,10,4,MARACAS,INSTRUMENTS,13,late
5,10,5,POLAND,COUNTRIES,3,late
5,10,6,AUSTRALIA,COUNTRIES,16,late
5,10,7,ETHIOPIA,COUNTRIES,8,late
5,10,8,LETTUCE,VEGETABLES,2,late
5,10,9,YAMS,VEGETABLES,4,late
5,10,10,LION,MAMMALS,6,late
5,10,11,ZEBRA,MAMMALS,7,late
5,10,12,PIG,MAMMALS,11,late
5,10,13,AUSTRALIA,COUNTRIES,16,late
5,11,1,ARTICHOKE,VEGETABLES,8,late
5,11,2,IRAN,COUNTRIES,1,late
5,11,3,BLOUSE,CLOTHING,4,late
5,11,4,CHIMNEY,BUILDING RELATED,6,late
5,11,5,FURNACE,BUILDING RELATED,11,late
5,11,6,JACKET,CLOTHING,15,late
5,11,7,EGYPT,COUNTRIES,16,late
5,12,1,SQUASH,VEGETABLES,11,late
5,12,2,GOAT,MAMMALS,12,late
5,12,3,SHEEP,MAMMALS,15,late
5,12,4,PANTHER,MAMMALS,2,late
5,12,5,WOLF,MAMMALS,4,late
5,12,6,STOCKHOLM,CITIES,3,late
5,12,7,MIAMI,CITIES,5,late
5,12,8,ELBOW,BODY PARTS,9,late
5,12,9,FOOT,BODY PARTS,16,late
5,12,10,SHOULDER,BODY PARTS,13,late
5,13,1,KNUCKLE,BODY PARTS,8,late
5,13,2,FACE,BODY PARTS,5,late
5,13,3,EAR,BODY PARTS,9,late
5,13,4,HEART,BODY PARTS,14,late
5,13,5,DOG,MAMMALS,1,late
5,13,6,DONKEY,MAMMALS,7,late
5,13,7,TIGER,MAMMALS,11,late
5,13,8,ROSE,FLOWERS,2,late
5,13,9,PETUNIA,FLOWERS,4,late
5,13,10,CARNATION,FLOWERS,3,late
5,13,11,GAZEBO,BUILDING RELATED,12,late
5,13,12,KITCHEN,BUILDING RELATED,13,late
5,14,1,OHIO,STATES,7,late
5,14,2,RUTABAGA,VEGETABLES,5,late
5,14,3,TEXAS,STATES,16,late
5,14,4,PENNSYLVANIA,STATES,3,late
5,14,5,RHINOCEROS,MAMMALS,14,late
5,14,6,RABBIT,MAMMALS,1,late
5,14,7,FOX,MAMMALS,15,late
5,14,8,CHRYSALIS,INSECTS,10,late
5,14,9,TERMITE,INSECTS,6,late
5,14,10,BEETLE,INSECTS,2,late
5,14,11,GINGER,VEGETABLES,11,late
5,14,12,ALASKA,STATES,8,late
5,15,1,SUNFLOWER,FLOWERS,8,late
5,15,2,LILY,FLOWERS,14,late
5,15,3,DRESS,CLOTHING,9,late
5,15,4,KNIFE,KITCHEN-RELATED,13,late
5,15,5,FORK,KITCHEN-RELATED,15,late
5,15,6,MAINE,STATES,16,late
5,15,7,MONTANA,STATES,10,late
5,15,8,UTAH,STATES,4,late
5,15,9,UNDERWEAR,CLOTHING,5,late
5,15,10,NARCISSUS,FLOWERS,2,late
6,0,1,KUMQUAT,FRUITS,11,early
6,0,2,HAWAII,STATES,1,early
6,0,3,VERMONT,STATES,2,early
6,0,4,CALIFORNIA,STATES,3,early
6,0,5,JERUSALEM,CITIES,5,early
6,0,6,TOKYO,CITIES,6,early
6,0,7,MANGO,FRUITS,9,early
6,0,8,GLUE,TOOLS,14,early
6,0,9,RULER,TOOLS,16,early
6,0,10,VERMONT,STATES,2,early
6,0,11,WISCONSIN,STATES,4,early
6,0,12,NECTARINE,FRUITS,10,early
6,0,13,VANCOUVER,CITIES,7,early
6,0,14,BANANA,FRUITS,12,early
6,0,15,DRESS,CLOTHING,15,early
6,0,16,ANKLE,BODY PARTS,1,early
6,1,1,FLORIDA,STATES,13,early
6,1,2,MICHIGAN,STATES,14,early
6,1,3,KANSAS,STATES,15,early
6,1,4,IOWA,STATES,16,early
6,1,5,CLEMENTINE,FRUITS,1,early
6,1,6,PEAR,FRUITS,4,early
6,1,7,TONGUE,BODY PARTS,5,early
6,1,8,PANCREAS,BODY PARTS,6,early
6,1,9,MOOSE,MAMMALS,10,early
6,1,10,MOOSE,MAMMALS,10,early
6,1,11,TOOTH,BODY PARTS,7,early
6,1,12,TONGUE,BODY PARTS,5,early
6,1,13,LEMON,FRUITS,2,early
6,1,14,PEAR,FRUITS,4,early
6,1,15,IOWA,STATES,16,early
6,2,1,PENNSYLVANIA,STATES,14,early
6,2,2,TEXAS,STATES,15,early
6,2,3,RHINOCEROS,MAMMALS,10,early
6,2,4,BEETLE,INSECTS,6,early
6,2,5,OKRA,VEGETABLES,3,early
6,3,1,ROSE,FLOWERS,3,early
6,3,2,CARNATION,FLOWERS,4,early
6,3,3,TULIP,FLOWERS,2,early
6,3,4,BARN,BUILDING RELATED,5,early
6,3,5,KITCHEN,BUILDING RELATED,6,early
6,3,6,BAR,,6,early
6,3,7,GAZEBO,BUILDING RELATED,8,early
6,3,8,EAR,BODY PARTS,11,early
6,3,9,HEART,BODY PARTS,9,early
6,3,10,TIGER,MAMMALS,13,early
6,3,11,DRUM,INSTRUMENTS,5,early
6,4,1,DISH,KITCHEN-RELATED,14,early
6,4,2,GRIDDLE,KITCHEN-RELATED,15,early
6,4,3,SAUCER,KITCHEN-RELATED,16,early
6,4,4,CAULIFLOWER,VEGETABLES,1,early
6,4,5,GRIDDLE,KITCHEN-RELATED,15,early
6,5,1,PICCOLO,INSTRUMENTS,9,early
6,5,2,TULIP,FLOWERS,2,early
6,5,3,TAMBOURINE,INSTRUMENTS,10,early
6,5,4,ARMS,BODY PARTS,13,early
6,5,5,HIP,BODY PARTS,15,early
6,5,6,MONTREAL,CITIES,5,early
6,5,7,PARIS,CITIES,7,early
6,5,8,MUG,KITCHEN-RELATED,3,early
6,5,9,BROILER,KITCHEN-RELATED,1,early
6,5,10,THERMOMETER,KITCHEN-RELATED,2,early
6,5,11,DALLAS,CITIES,8,early
6,6,1,SWITZERLAND,COUNTRIES,13,early
6,6,2,JAPAN,COUNTRIES,15,early
6,6,3,FRANCE,COUNTRIES,14,early
6,6,4,ENGLAND,COUNTRIES,16,early
6,6,5,CLARINET,INSTRUMENTS,6,early
6,6,6,KAZOO,INSTRUMENTS,7,early
6,6,7,LEOPARD,MAMMALS,1,early
6,6,8,EAR,BODY PARTS,11,early
6,6,9,CAT,MAMMALS,4,early
6,6,10,SAW,TOOLS,9,early
6,6,11,CHISEL,TOOLS,11,early
6,7,1,MIXER,KITCHEN-RELATED,13,early
6,7,2,BLENDER,KITCHEN-RELATED,14,early
6,7,3,HIP,BODY PARTS,15,early
6,7,4,BLENDER,KITCHEN-RELATED,14,early
6,7,5,CUP,KITCHEN-RELATED,15,early
6,7,6,BLENDER,KITCHEN-RELATED,14,early
6,7,7,COTTONWOOD,TREES,1,early
6,7,8,EVERGREEN,TREES,2,early
6,7,9,OAK,TREES,4,early
6,7,10,SHIRT,CLOTHING,5,early
6,7,11,JUMPER,CLOTHING,6,early
6,7,12,ROBE,CLOTHING,7,early
6,7,13,BELT,CLOTHING,8,early
6,7,14,MARIMBA,INSTRUMENTS,9,early
6,8,1,ANKLE,BODY PARTS,1,late
6,8,2,GUITAR,INSTRUMENTS,2,late
6,8,3,LIP,BODY PARTS,3,late
6,8,4,LARVA,INSECTS,5,late
6,8,5,WORM,INSECTS,12,late
6,8,6,MONARCH,INSECTS,11,late
6,8,7,SCORPION,INSECTS,10,late
6,8,8,WILLOW,TREES,8,late
6,8,9,ACCORDION,INSTRUMENTS,9,late
6,8,10,EUCALYPTUS,TREES,15,late
6,9,1,KIWI,FRUITS,13,late
6,9,2,ELM,TREES,2,late
6,9,3,GUAVA,FRUITS,15,late
6,9,4,GLASS,KITCHEN-RELATED,1,late
6,9,5,SPATULA,KITCHEN-RELATED,6,late
6,9,6,WINDOW,BUILDING RELATED,10,late
6,9,7,CORRIDOR,BUILDING RELATED,8,late
6,9,8,ASH,TREES,13,late
6,10,1,SWEATER,CLOTHING,14,late
6,10,2,TROUSERS,CLOTHING,15,late
6,10,3,GLOVES,CLOTHING,16,late
6,10,4,MOSQUITO,INSECTS,9,late
6,10,5,HORNET,INSECTS,8,late
6,10,6,MANTIS,INSECTS,7,late
6,10,7,PALM,TREES,6,late
6,10,8,BERLIN,CITIES,2,late
6,10,9,SYDNEY,CITIES,3,late
6,10,10,SYCAMORE,TREES,1,late
6,10,11,CHICAGO,CITIES,5,late
6,10,12,BRA,CLOTHING,10,late
6,11,1,UNDERWEAR,CLOTHING,13,late
6,11,2,PANTS,CLOTHING,12,late
6,11,3,LILY,FLOWERS,11,late
6,11,4,SUNFLOWER,FLOWERS,16,late
6,11,5,MAINE,STATES,4,late
6,11,6,MONTANA,STATES,3,late
6,11,7,KNIFE,KITCHEN-RELATED,1,late
6,11,8,FORK,KITCHEN-RELATED,7,late
6,11,9,TOASTER,KITCHEN-RELATED,2,late
6,11,10,GIRDLE,CLOTHING,5,late
6,11,11,UTAH,STATES,9,late
6,11,12,LILY,FLOWERS,11,late
6,11,13,DRESS,CLOTHING,15,late
6,12,1,GERMANY,COUNTRIES,9,late
6,12,2,IRAN,COUNTRIES,4,late
6,12,3,EGYPT,COUNTRIES,16,late
6,12,4,ARTICHOKE,VEGETABLES,8,late
6,12,5,SUIT,CLOTHING,5,late
6,12,6,GARLIC,VEGETABLES,1,late
6,12,7,FURNACE,BUILDING RELATED,6,late
6,13,1,MIAMI,CITIES,16,late
6,13,2,FOOT,BODY PARTS,3,late
6,13,3,ELBOW,BODY PARTS,2,late
6,13,4,TORONTO,CITIES,5,late
6,13,5,SHOULDER,BODY PARTS,13,late
6,13,6,SHEEP,MAMMALS,14,late
6,14,1,TRIANGLE,INSTRUMENTS,15,late
6,14,2,SAXOPHONE,INSTRUMENTS,16,late
6,14,3,HICKORY,TREES,14,late
6,14,4,SCREWS,TOOLS,13,late
6,14,5,ELM,TREES,2,late
6,14,6,RASPBERRY,FRUITS,1,late
6,14,7,SAXOPHONE,INSTRUMENTS,16,late
6,14,8,MAINE,STATES,4,late
6,15,1,VIOLA,INSTRUMENTS,15,late
6,15,2,MARCUS,,2,late
6,15,3,POLAND,COUNTRIES,1,late
6,15,4,TROMBONE,INSTRUMENTS,2,late
6,15,5,CARROT,VEGETABLES,5,late
6,15,6,ZEBRA,MAMMALS,10,late
6,15,7,LION,MAMMALS,3,late
6,15,8,SQUASH,VEGETABLES,9,late
6,15,9,DRUM,INSTRUMENTS,5,late
7,0,1,COTTONWOOD,TREES,1,early
7,0,2,EVERGREEN,TREES,2,early
7,0,3,SPRUCE,TREES,3,early
7,0,4,OAK,TREES,4,early
7,0,5,BANJO,INSTRUMENTS,7,early
7,0,6,UKULELE,INSTRUMENTS,5,early
7,0,7,MARIMBA,INSTRUMENTS,6,early
7,0,8,HARMONICA,INSTRUMENTS,8,early
7,0,9,JUMPER,CLOTHING,9,early
7,0,10,SHIRT,CLOTHING,10,early
7,0,11,BELT,CLOTHING,12,early
7,0,12,ROBE,CLOTHING,11,early
7,0,13,COLANDER,KITCHEN-RELATED,14,early
7,0,14,CUP,KITCHEN-RELATED,13,early
7,0,15,BLENDER,KITCHEN-RELATED,15,early
7,0,16,MIXER,KITCHEN-RELATED,16,early
7,1,1,GOAT,MAMMALS,1,early
7,1,2,WOLF,MAMMALS,2,early
7,1,3,PANTHER,MAMMALS,3,early
7,1,4,SHEEP,MAMMALS,4,early
7,1,5,FOOT,BODY PARTS,5,early
7,1,6,KIDNEY,BODY PARTS,6,early
7,1,7,SHOULDER,BODY PARTS,8,early
7,1,8,MIAMI,CITIES,16,early
7,1,9,BOMBAY,CITIES,13,early
7,1,10,TORONTO,CITIES,14,early
7,1,11,STOCKHOLM,CITIES,15,early
7,1,12,AUBERGINE,VEGETABLES,9,early
7,1,13,OLIVE,VEGETABLES,10,early
7,1,14,ZUCCHINI,VEGETABLES,11,early
7,1,15,SQUASH,VEGETABLES,12,early
7,2,1,OHIO,STATES,1,early
7,2,2,SYLVANIA,,2,early
7,2,3,TEXAS,STATES,3,early
7,2,4,ALASKA,STATES,4,early
7,2,5,RUTABAGA,VEGETABLES,6,early
7,2,6,GINGER,VEGETABLES,5,early
7,2,7,PUMPKIN,VEGETABLES,8,early
7,2,8,FOX,MAMMALS,13,early
7,2,9,RHINOCEROS,MAMMALS,14,early
7,2,10,LLAMA,MAMMALS,15,early
7,2,11,RABBIT,MAMMALS,16,early
7,2,12,BEETLE,INSECTS,9,early
7,2,13,WASP,INSECTS,10,early
7,2,14,TERMITE,INSECTS,11,early
7,2,15,CHRYSALIS,INSECTS,12,early
7,3,1,WEDGE,TOOLS,1,early
7,3,2,HAMMER,TOOLS,4,early
7,3,3,SCREWS,TOOLS,3,early
7,3,4,WIRE,TOOLS,2,early
7,3,5,CELLO,INSTRUMENTS,5,early
7,3,6,TRIANGLE,INSTRUMENTS,6,early
7,3,7,VIOLIN,INSTRUMENTS,8,early
7,3,8,SAXOPHONE,INSTRUMENTS,7,early
7,3,9,HICKORY,TREES,14,early
7,3,10,WOOD,,10,early
7,3,11,HICKORY,TREES,14,early
7,3,12,PINE,TREES,15,early
7,3,13,MAPLE,TREES,13,early
7,3,14,RASPBERRY,FRUITS,11,early
7,3,15,HONEYDEW,FRUITS,12,early
7,3,16,FIG,FRUITS,9,early
7,3,17,PLUM,FRUITS,10,early
7,4,1,CAMISOLE,CLOTHING,1,early
7,4,2,JACKET,CLOTHING,2,early
7,4,3,BLOUSE,CLOTHING,3,early
7,4,4,SUIT,CLOTHING,4,early
7,4,5,CHIMNEY,BUILDING RELATED,5,early
7,4,6,CLOSET,BUILDING RELATED,6,early
7,4,7,FURNACE,BUILDING RELATED,7,early
7,4,8,LOBBY,BUILDING RELATED,8,early
7,4,9,GARLIC,VEGETABLES,9,early
7,4,10,POTATO,VEGETABLES,10,early
7,4,11,SPINACH,VEGETABLES,11,early
7,4,12,ARTICHOKE,VEGETABLES,12,early
7,4,13,EGYPT,COUNTRIES,13,early
7,4,14,GERMANY,COUNTRIES,14,early
7,4,15,IRAN,COUNTRIES,15,early
7,4,16,TUBA,INSTRUMENTS,5,early
7,5,1,PANCREAS,BODY PARTS,13,early
7,5,2,TOOTH,BODY PARTS,14,early
7,5,3,TONGUE,BODY PARTS,15,early
7,5,4,RIB,BODY PARTS,16,early
7,5,5,FLORIDA,STATES,5,early
7,5,6,IOWA,STATES,6,early
7,5,7,KANSAS,STATES,7,early
7,5,8,MICHIGAN,STATES,8,early
7,5,9,CLEMENTINE,FRUITS,9,early
7,5,10,PEAR,FRUITS,10,early
7,5,11,POMEGRANATE,FRUITS,11,early
7,5,12,LEMON,FRUITS,12,early
7,5,13,MONKEY,MAMMALS,1,early
